,CensusTract,State,County,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,HUNVFlag,GroupQuartersFlag,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeTracts,POP2010,UATYP10,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lahunvhalf,lahunvhalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lahunv1,lahunv1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lahunv10,lahunv10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lahunv20,lahunv20share
3574,6001401700,CA,Alameda,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1033,107.0,0.040119999999999996,1,2667,U,1651.004043,0.619049135,896.7915652999999,0.336254805,353.33955610000004,0.65921559,72.94646997,0.6129955460000001,100.97532659999999,0.09774959,951.3680466,0.356718428,537.3546011,0.20148279,214.8620228,0.400861983,33.88015434,0.284707179,59.10133077,0.057213292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3575,6001401800,CA,Alameda,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,637,1.0,0.0005872000000000001,1,1703,U,1703.000004,1.000000002,1177.470762,0.691409725,455.9999987,0.9999999970000001,115.9999992,0.999999993,291.71409900000003,0.45794992,1382.552443,0.811833495,964.3652456,0.566274366,384.0992226,0.842322857,97.48981186,0.840429413,269.287735,0.42274369700000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3576,6001402200,CA,Alameda,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,849,15.0,0.0062893,1,2385,U,2385.000011,1.000000005,1030.430714,0.432046421,539.9999986,0.9999999970000001,208.000003,1.000000015,241.2366281,0.284142083,1065.50725,0.446753564,204.8602017,0.08589526300000001,230.38240019999998,0.426634074,74.19398559999999,0.356701854,48.90895831,0.057607725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3577,6001402400,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1028,22.0,0.009357700000000002,1,2351,U,198.31858569999997,0.08435499199999999,97.89715767,0.041640646,36.23642969,0.075179315,25.97646766,0.06694965900000001,29.52515191,0.028720965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3578,6001402500,CA,Alameda,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,673,2.0,0.0011210999999999999,1,1784,U,1751.1430239999997,0.9815824129999999,994.2953974999999,0.557340469,564.4509617000001,0.990264845,109.6371249,0.978902901,266.99508849999995,0.396723757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3579,6001402600,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,618,3.0,0.0026064,1,1151,U,53.32311785,0.046327644,33.84581003,0.029405569,0.947966539,0.007405989,37.91866156,0.128537836,17.680213199999997,0.028608758999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3580,6001402700,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,604,5.0,0.0031866999999999998,1,1569,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3581,6001402800,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025,311.0,0.0929746,1,3345,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3582,6001402900,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,921,80.0,0.055788,1,1434,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3583,6001403000,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1500,92.0,0.032998599999999996,1,2788,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3584,6001403100,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,701,985.0,0.44012510000000005,1,2238,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3585,6001403300,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2054,47.0,0.0115935,1,4054,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3586,6001403400,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2713,31.0,0.0074771,1,4146,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3587,6001403501,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2547,33.0,0.007544599999999999,1,4374,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3588,6001403502,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1171,18.0,0.0090407,0,1991,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3589,6001403600,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2542,163.0,0.036367699999999996,1,4482,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3590,6001403701,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1686,54.0,0.0208736,0,2587,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3591,6001403702,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1093,0.0,0.0,1,1724,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3592,6001403800,CA,Alameda,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1858,16.0,0.0046229,0,3461,U,547.015742,0.158051356,44.96006304,0.012990483,123.27732140000002,0.291435748,79.04976456,0.23181749100000001,9.063419664,0.004878051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3593,6001403900,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2087,35.0,0.009765600000000001,0,3584,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3594,6001404000,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1702,0.0,0.0,0,2819,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3595,6001404101,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1644,6.0,0.0020485,0,2929,U,17.54938129,0.005991595,2.511177914,0.00085735,3.247827388,0.009993315,1.442906985,0.003607267,2.640751786,0.001606297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3596,6001404102,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1544,127.0,0.05562859999999999,1,2283,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3597,6001404200,CA,Alameda,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1367,158.0,0.04536319999999999,0,3483,U,3167.361334,0.909377357,228.9715009,0.065739736,744.3466077,0.947005862,503.53725039999995,0.9171898909999999,84.37154459,0.061720223,1492.6337740000001,0.42854831299999996,37.15912242,0.010668712,362.9136287,0.461722174,257.1884829,0.46846718200000004,23.09520511,0.01689481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3598,6001404300,CA,Alameda,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1337,3.0,0.0009323000000000001,0,3218,U,2098.159693,0.652007363,68.74930462,0.021363985,472.90085989999994,0.71220009,359.86442539999996,0.662733748,18.45664094,0.013804518,215.3695458,0.066926521,5.511425117999999,0.0017126860000000002,47.12057816,0.07096472599999999,24.96792736,0.04598145,2.433524312,0.0018201379999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3599,6001404400,CA,Alameda,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2279,0.0,0.0,0,5314,U,4994.732485,0.9399195490000001,298.63676019999997,0.056198110999999995,1001.688191,0.932670569,589.0869809999999,0.9291592759999999,60.03528453,0.026342819,2476.743281,0.466078901,118.3346074,0.022268462000000003,412.5990216,0.384170411,290.1229356,0.45760715399999996,32.04999379,0.014063183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,6001404501,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,688,0.0,0.0,0,1677,U,354.6671712,0.21148907100000003,12.29457306,0.00733129,83.41295975,0.228528657,48.65368038,0.149703632,3.183782913,0.0046275909999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3601,6001404502,CA,Alameda,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2443,6.0,0.0010373,0,5784,U,3470.31971,0.599986119,302.6735834,0.052329457999999995,746.1625521000001,0.611608649,562.6750013,0.6156181629999999,30.50220014,0.012485551000000001,739.0344627000001,0.12777221,61.99306739,0.010718027,126.0174602,0.10329300000000001,135.7544818,0.148527879,8.476429997,0.0034696809999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3602,6001404600,CA,Alameda,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1800,0.0,0.0,0,4353,U,4149.413449000001,0.953230749,136.48099109999998,0.031353318,814.7116921,0.95735804,720.3617277000001,0.9579278290000001,22.52535453,0.012514086,1540.460197,0.35388472299999996,49.86336244,0.011454942,293.4655092,0.34484783700000005,284.5469922,0.378386958,8.125750677000001,0.004514306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3603,6001404700,CA,Alameda,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,810,1.0,0.0005118000000000001,0,1954,U,1919.0043679999999,0.98209026,73.59932978,0.037665982,393.4332617,0.9835831540000001,296.0118933,0.980171832,21.29419697,0.026289132000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3604,6001404800,CA,Alameda,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1216,2.0,0.0007452000000000001,0,2684,U,836.326016,0.311596876,172.67110209999998,0.06433349599999999,150.5658608,0.28679211600000004,116.1852144,0.334827707,63.80978621,0.052475153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3605,6001404900,CA,Alameda,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1885,0.0,0.0,1,4129,U,804.8446669,0.19492484100000002,116.80171229999999,0.028288136000000002,155.1471067,0.202806675,80.73733056,0.145472668,14.70243431,0.0077997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3606,6001405000,CA,Alameda,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1458,2.0,0.0006377999999999999,0,3136,U,2833.908589,0.903669831,251.5703234,0.080220129,566.445946,0.904865728,354.8907939,0.887226985,101.1242375,0.069358188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3607,6001405100,CA,Alameda,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1579,0.0,0.0,0,4197,U,3308.010613,0.788184564,107.1582678,0.025532111,819.7186541,0.799725516,506.78329010000004,0.810853264,3.636031951,0.002302743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3608,6001405200,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2398,12.0,0.0026104,1,4597,U,20.87868232,0.004541806,5.407829605,0.001176382,2.310999235,0.004232599,1.514102992,0.0028090959999999996,0.19560182199999998,8.15687e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3609,6001405301,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477,1.0,0.0003842,1,2603,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3610,6001405302,CA,Alameda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1406,0.0,0.0,1,2530,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
